id,name,flowType,category,referenceUnit,casNumber,status,description,source,sourceDatabase
FLOW_PA12,PA12,ProductFlow,material,kg,,candidate,Intermediate/product flow for PA12,,
FLOW_PETG,PETG,ProductFlow,material,kg,,candidate,Intermediate/product flow for PETG,,
FLOW_ALUMINUM,Aluminum,ProductFlow,material,kg,,candidate,Intermediate/product flow for aluminum,,
FLOW_STEEL,Steel,ProductFlow,material,kg,,candidate,Intermediate/product flow for steel,,
FLOW_TPU,TPU,ProductFlow,material,kg,,candidate,Intermediate/product flow for TPU,,
FLOW_SILICONE,Silicone,ProductFlow,material,kg,,candidate,Intermediate/product flow for silicone,,
FLOW_ELECTRICITY,Electricity,ProductFlow,energy,kWh,,candidate,Electricity input as intermediate/product flow,,
FLOW_COMPONENT,Finished gripper component,ProductFlow,product,pcs,,candidate,Reference product output,,
FLOW_WASTE,Manufacturing waste,WasteFlow,waste,kg,,candidate,Generic waste flow,,
08a91e70-3ddc-11dd-9b9c-0050c2490048,chlormequat chloride,ElementaryFlow,Emissions / Emissions to water,kg,000999-81-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9bc5-0050c2490048,manganese,ElementaryFlow,Emissions / Emissions to soil,kg,007439-96-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9bc7-0050c2490048,manganese,ElementaryFlow,Emissions / Emissions to air,kg,007439-96-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9bca-0050c2490048,manganese,ElementaryFlow,Emissions / Emissions to water,kg,007439-96-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9bcd-0050c2490048,manganese,ElementaryFlow,Emissions / Emissions to soil,kg,007439-96-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9bed-0050c2490048,carbofuran,ElementaryFlow,Emissions / Emissions to water,kg,001563-66-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9c14-0050c2490048,carbon dioxide (fossil),ElementaryFlow,Emissions / Emissions to air,kg,000124-38-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9c15-0050c2490048,carbon dioxide (biogenic),ElementaryFlow,Emissions / Emissions to air,kg,000124-38-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9c3c-0050c2490048,uranium-235,ElementaryFlow,Emissions / Emissions to air,kBq,015117-96-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9c40-0050c2490048,uranium-235,ElementaryFlow,Emissions / Emissions to water,kBq,015117-96-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9c44-0050c2490048,uranium-238,ElementaryFlow,Emissions / Emissions to air,kBq,007440-61-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9c4a-0050c2490048,fluometuron,ElementaryFlow,Emissions / Emissions to soil,kg,002164-17-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9c4c-0050c2490048,fluometuron,ElementaryFlow,Emissions / Emissions to air,kg,002164-17-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9c50-0050c2490048,fluometuron,ElementaryFlow,Emissions / Emissions to water,kg,002164-17-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9c80-0050c2490048,azoxystrobin,ElementaryFlow,Emissions / Emissions to air,kg,131860-33-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9c9a-0050c2490048,diflubenzuron,ElementaryFlow,Emissions / Emissions to soil,kg,035367-38-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9c9c-0050c2490048,diflubenzuron,ElementaryFlow,Emissions / Emissions to air,kg,035367-38-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9d8f-0050c2490048,2-chloro-1-phenylethanone,ElementaryFlow,Emissions / Emissions to air,kg,000532-27-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9ddf-0050c2490048,krypton-88,ElementaryFlow,Emissions / Emissions to air,kBq,014995-61-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9de3-0050c2490048,krypton-89,ElementaryFlow,Emissions / Emissions to air,kBq,016316-03-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9de7-0050c2490048,lambda-cyhalothrin,ElementaryFlow,Emissions / Emissions to soil,kg,091465-08-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9ded-0050c2490048,carbon-14,ElementaryFlow,Emissions / Emissions to water,kBq,014762-75-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9dee-0050c2490048,carbonate,ElementaryFlow,Emissions / Emissions to water,kg,003812-32-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9ea6-0050c2490048,dimethylamine,ElementaryFlow,Emissions / Emissions to water,kg,000124-40-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9f73-0050c2490048,chromium,ElementaryFlow,Emissions / Emissions to water,kg,007440-47-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9f76-0050c2490048,chromium,ElementaryFlow,Emissions / Emissions to soil,kg,007440-47-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9f77-0050c2490048,chromium,ElementaryFlow,Emissions / Emissions to water,kg,007440-47-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9f78-0050c2490048,chromium,ElementaryFlow,Resources / Resources from ground,kg,007440-47-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9f79-0050c2490048,chromium III,ElementaryFlow,Emissions / Emissions to soil,kg,016065-83-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-9f7b-0050c2490048,chromium III,ElementaryFlow,Emissions / Emissions to air,kg,016065-83-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a009-0050c2490048,metazachlor,ElementaryFlow,Emissions / Emissions to soil,kg,067129-08-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a021-0050c2490048,3-methylpentane,ElementaryFlow,Emissions / Emissions to air,kg,000096-14-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a026-0050c2490048,tetradecane,ElementaryFlow,Emissions / Emissions to air,kg,000629-59-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a02e-0050c2490048,pentane,ElementaryFlow,Emissions / Emissions to air,kg,000109-66-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a03e-0050c2490048,cyfluthrin,ElementaryFlow,Emissions / Emissions to soil,kg,068359-37-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a040-0050c2490048,cyfluthrin,ElementaryFlow,Emissions / Emissions to air,kg,068359-37-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a056-0050c2490048,palladium,ElementaryFlow,Emissions / Emissions to air,kg,007440-05-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a07b-0050c2490048,fenbuconazole,ElementaryFlow,Emissions / Emissions to soil,kg,114369-43-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a081-0050c2490048,fenvalerate,ElementaryFlow,Emissions / Emissions to water,kg,051630-58-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a086-0050c2490048,fipronil,ElementaryFlow,Emissions / Emissions to soil,kg,120068-37-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a088-0050c2490048,fipronil,ElementaryFlow,Emissions / Emissions to air,kg,120068-37-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a08c-0050c2490048,fipronil,ElementaryFlow,Emissions / Emissions to water,kg,120068-37-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a0c8-0050c2490048,flumetsulam,ElementaryFlow,Emissions / Emissions to soil,kg,098967-40-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a0ca-0050c2490048,flumetsulam,ElementaryFlow,Emissions / Emissions to air,kg,098967-40-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a0f7-0050c2490048,boron,ElementaryFlow,Emissions / Emissions to air,kg,007440-42-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a0fb-0050c2490048,boron,ElementaryFlow,Emissions / Emissions to water,kg,007440-42-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a0fe-0050c2490048,boron,ElementaryFlow,Emissions / Emissions to water,kg,007440-42-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a0ff-0050c2490048,bromate,ElementaryFlow,Emissions / Emissions to water,kg,015541-45-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a101-0050c2490048,flusilazole,ElementaryFlow,Emissions / Emissions to soil,kg,085509-19-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a191-0050c2490048,hydrazine,ElementaryFlow,Emissions / Emissions to water,kg,000302-01-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a249-0050c2490048,methyl ethyl ketone,ElementaryFlow,Emissions / Emissions to water,kg,000078-93-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a28e-0050c2490048,cobalt,ElementaryFlow,Emissions / Emissions to soil,kg,007440-48-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a2a2-0050c2490048,cumene,ElementaryFlow,Emissions / Emissions to air,kg,000098-82-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a2a7-0050c2490048,ammonia,ElementaryFlow,Emissions / Emissions to soil,kg,007664-41-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a2a9-0050c2490048,ammonia,ElementaryFlow,Emissions / Emissions to air,kg,007664-41-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a2f8-0050c2490048,ethyl benzene,ElementaryFlow,Emissions / Emissions to water,kg,000100-41-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a2fb-0050c2490048,hexachlorobenzene,ElementaryFlow,Emissions / Emissions to air,kg,000118-74-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a302-0050c2490048,non-methane volatile organic compounds,ElementaryFlow,Emissions / Emissions to air,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a307-0050c2490048,calcium,ElementaryFlow,Emissions / Emissions to soil,kg,007440-70-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
08a91e70-3ddc-11dd-a309-0050c2490048,carbofuran,ElementaryFlow,Emissions / Emissions to air,kg,001563-66-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
09183939-8fb4-4c8a-835f-85026db3cd78,pentan-1-ol,ElementaryFlow,Emissions / Emissions to water,kg,000071-41-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
091d05f6-f902-425a-a56f-cbc6392418d5,chlorosulphuric acid,ElementaryFlow,Emissions / Emissions to water,kg,007790-94-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
09333058-7adb-4965-aa9f-7d7f7aa47de6,Water from cooling,ElementaryFlow,Emissions / Emissions to water,m3,007732-18-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
0a26349f-c857-455e-9475-cef6d14393ed,Docosane,ElementaryFlow,Emissions / Emissions to water,kg,000629-97-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
0a51e24a-6201-47bb-b8f2-eb52bca60c83,nicosulfuron,ElementaryFlow,Emissions / Emissions to soil,kg,111991-09-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
0c08b290-70d4-4d06-bf99-af10a0df99d5,to traffic area, rail/road embankment,ElementaryFlow,Land use / Land transformation,m2,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
0d79ecc9-6556-11dd-ad8b-0800200c9a66,2-methyl-2-butene,ElementaryFlow,Emissions / Emissions to water,kg,000513-35-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
0d7a13df-6556-11dd-ad8b-0800200c9a66,hexadecane,ElementaryFlow,Emissions / Emissions to water,kg,000544-76-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
0d7a13f0-6556-11dd-ad8b-0800200c9a66,pyrite,ElementaryFlow,Resources / Resources from ground,kg,001309-36-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
0d7a3ad3-6556-11dd-ad8b-0800200c9a66,quartz sand,ElementaryFlow,Resources / Resources from ground,kg,014808-60-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
0ef5f936-2cfd-49a8-8d11-a062926464e4,permanent crops, non-irrigated, intensive,ElementaryFlow,Land use / Land occupation,m2*a,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
0f0e8451-acaa-4999-9637-d5a62605ff7e,Sodium dichromate,ElementaryFlow,Emissions / Emissions to air,kg,010588-01-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
0fdfa11c-0397-4f46-b1cf-d9266d5a5a13,Volume occupied, final repository for radioactive waste,ElementaryFlow,Land use / Land occupation,m3,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
10ce72de-a532-4b67-a894-8746ba4ef9b1,thiophanate-methyl,ElementaryFlow,Emissions / Emissions to air,kg,023564-05-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
1102e599-8b30-4c4e-bc98-6c34ac2c1748,from traffic area, rail/road embankment,ElementaryFlow,Land use / Land transformation,m2,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
11851a5e-7169-4d44-8a0e-886796fc9b57,pentan-1-ol,ElementaryFlow,Emissions / Emissions to air,kg,000071-41-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
13034bab-461f-4343-955f-5a7300365d82,formamide,ElementaryFlow,Emissions / Emissions to air,kg,000075-12-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
1419f26f-689b-4c59-acff-b62041ac3c2e,ground water, extreme scarcity,ElementaryFlow,Resources / Resources from water,kg,007732-18-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
14a853b7-7127-438e-86bf-23c7e8a3f4d5,arsenic V,ElementaryFlow,Emissions / Emissions to soil,kg,061805-96-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
16fb1995-7d4d-4e14-abde-99a0c113fb56,to seabed,ElementaryFlow,Land use / Land transformation,m2,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
1729c87c-6556-11dd-ad8b-0800200c9a66,rhenium,ElementaryFlow,Resources / Resources from ground,kg,007440-15-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
1729c889-6556-11dd-ad8b-0800200c9a66,rhodium,ElementaryFlow,Resources / Resources from ground,kg,007440-16-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
1729c88f-6556-11dd-ad8b-0800200c9a66,2-hexanone,ElementaryFlow,Emissions / Emissions to water,kg,000591-78-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
1729ef88-6556-11dd-ad8b-0800200c9a66,river water,ElementaryFlow,Resources / Resources from water,m3,007732-18-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
1729efae-6556-11dd-ad8b-0800200c9a66,ruthenium,ElementaryFlow,Resources / Resources from ground,kg,007440-18-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
172a3da9-6556-11dd-ad8b-0800200c9a66,samarium,ElementaryFlow,Resources / Resources from ground,kg,007440-19-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
172a3daa-6556-11dd-ad8b-0800200c9a66,sand,ElementaryFlow,Resources / Resources from ground,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
172a3db9-6556-11dd-ad8b-0800200c9a66,sea water,ElementaryFlow,Resources / Resources from water,kg,007732-18-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
172a64d1-6556-11dd-ad8b-0800200c9a66,tetradecane,ElementaryFlow,Emissions / Emissions to water,kg,000629-59-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
172a8bdd-6556-11dd-ad8b-0800200c9a66,shale,ElementaryFlow,Resources / Resources from ground,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
172a8bf6-6556-11dd-ad8b-0800200c9a66,silicon,ElementaryFlow,Resources / Resources from ground,kg,007440-21-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
172ab2d8-6556-11dd-ad8b-0800200c9a66,silver,ElementaryFlow,Resources / Resources from ground,kg,007440-22-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
172ab2fd-6556-11dd-ad8b-0800200c9a66,slate,ElementaryFlow,Resources / Resources from ground,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
172ad9e0-6556-11dd-ad8b-0800200c9a66,sodium,ElementaryFlow,Resources / Resources from ground,kg,007440-23-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
172ad9f9-6556-11dd-ad8b-0800200c9a66,sodium carbonate,ElementaryFlow,Resources / Resources from ground,kg,000497-19-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
172ad9fa-6556-11dd-ad8b-0800200c9a66,sodium chloride,ElementaryFlow,Resources / Resources from ground,kg,007647-14-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
172b010c-6556-11dd-ad8b-0800200c9a66,sodium nitrate,ElementaryFlow,Resources / Resources from ground,kg,007631-99-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
172b0119-6556-11dd-ad8b-0800200c9a66,sodium sulfate,ElementaryFlow,Resources / Resources from ground,kg,007757-82-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
172b2803-6556-11dd-ad8b-0800200c9a66,soft wood (dry matter),ElementaryFlow,Resources / Resources from ground,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
172b2805-6556-11dd-ad8b-0800200c9a66,soil,ElementaryFlow,Resources / Resources from ground,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
