id,name,flowType,category,referenceUnit,casNumber,status,description,source,sourceDatabase
FLOW_PA12,PA12,ProductFlow,material,kg,,candidate,Intermediate/product flow for PA12,,
FLOW_PETG,PETG,ProductFlow,material,kg,,candidate,Intermediate/product flow for PETG,,
FLOW_ALUMINUM,Aluminum,ProductFlow,material,kg,,candidate,Intermediate/product flow for aluminum,,
FLOW_STEEL,Steel,ProductFlow,material,kg,,candidate,Intermediate/product flow for steel,,
FLOW_TPU,TPU,ProductFlow,material,kg,,candidate,Intermediate/product flow for TPU,,
FLOW_SILICONE,Silicone,ProductFlow,material,kg,,candidate,Intermediate/product flow for silicone,,
FLOW_ELECTRICITY,Electricity,ProductFlow,energy,kWh,,candidate,Electricity input as intermediate/product flow,,
FLOW_COMPONENT,Finished gripper component,ProductFlow,product,pcs,,candidate,Reference product output,,
FLOW_WASTE,Manufacturing waste,WasteFlow,waste,kg,,candidate,Generic waste flow,,
a75726ca-71c6-43bd-9d5f-216235adf03a,BOF Slag,ProductFlow,Production residues in life cycle / Hazardous waste for disposal,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
a7af86a7-9b67-45b7-ad3d-dede0adb9d15,Mancozeb,ElementaryFlow,Elementary flows / Emission to water,kg,008018-01-7,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
a861cfae-a310-4e9d-b9eb-5d555c9a684c,Formaldehyde,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
a86c05d6-fd47-4f0d-8ece-559afa4fd339,Titanium,ElementaryFlow,Elementary flows / Emission to water,kg,007440-32-6,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
a87680bc-ecde-471a-88bb-6bc7482a62cf,Phosphate,ElementaryFlow,Elementary flows / Emission to water,kg,014265-44-2,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
a87b678b-4445-4707-aa9c-792d5ca64bcb,Benzyl chloride,ElementaryFlow,Elementary flows / Emission to air,kg,000100-44-7,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
a9d521d5-fe73-4726-830a-9d9aa0356b92,Acenaphthene,ElementaryFlow,Elementary flows / Emission to water,kg,000083-32-9,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
aaa3f5e0-aeca-413f-ae80-f1a8a16576bf,biomass;  14.7 MJ/kg,ElementaryFlow,Elementary flows / Resource,MJ,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ab075166-62d0-468a-a30f-c1b69c0ec219,Sulphuric acid,ProductFlow,Production residues in life cycle / Waste for recovery,kg,007664-93-9,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ab4a11c8-14f8-40f1-8c4e-888347bb2546,Cobalt-60,ElementaryFlow,Elementary flows / Emission to air,kBq,010198-40-0,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
abe340b9-c20a-4462-9a64-f9acbef9e214,zinc dross,ProductFlow,Materials production / Metals and semimetals,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ac25fbf1-2fa6-41dd-80b9-a9bc1cdb2c19,Bromate,ElementaryFlow,Elementary flows / Emission to water,kg,015541-45-4,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ac3a8914-35f0-4c34-a956-f26b3a053e4a,Basalt, in ground,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
acc39720-dda7-4b3a-80c7-c6394cad4191,Ethane, hexafluoro-, HFC-116,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
acea51a5-41e4-42ab-9912-f46287df3f50,Iodine-129,ElementaryFlow,Elementary flows / Emission to water,kBq,015046-84-1,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ad7051d4-bc9e-4de9-b5d4-4da0370f2551,Ammonium/ammonia, as N,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
adc8a0ac-f701-4bd3-ab46-13a758350985,Bromoform,ElementaryFlow,Elementary flows / Emission to air,kg,000075-25-2,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ae5cc571-c511-4930-b9a8-492e160158eb,Mineral waste,ProductFlow,Production residues in life cycle / Hazardous waste for disposal,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
aeae7594-af69-46d2-9965-8c235b5c3fe3,Arsine,ElementaryFlow,Elementary flows / Emission to air,kg,007784-42-1,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
aeefa758-5f4f-4bb4-a28a-4075e81f2fde,Magnesium,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
af2f584d-55d7-4bc7-a2f4-174ce54ad943,Benzene, Toluene, Xylene (BTX),ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
afb5140a-1ed1-4c08-becb-6fc27781d831,Iridium,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b03fcc8f-b010-459d-b021-e832cff01700,Lanthanum-140,ElementaryFlow,Elementary flows / Emission to air,kBq,013981-28-7,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b15d845f-810e-4614-8633-af8bab2014ee,Titanium,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b1629e09-83ea-4027-aab4-3a02406fac02,zinc scrap,WasteFlow,Wastes / Production residues,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b1f08696-54fa-458d-9a6b-af614db865e6,Water (river water from technosphere, rain water),ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b301fa9a-ba60-4eac-8ccc-6ccbdf099b35,Hydrogen,ElementaryFlow,Elementary flows / Emission to air,kg,001333-74-0,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b30b71c1-459c-4f65-b0aa-7d8b391a8ed4,Hydrocarbons, unspecified,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b3ab5f13-cc7b-40be-882c-936cc8697707,Chlorate,ElementaryFlow,Elementary flows / Emission to water,kg,007790-93-4,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b3cfad3f-b7da-490b-a491-8507a1bb7c4b,COD, Chemical Oxygen Demand,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b4580545-243d-48d2-a3a0-2633a4f46fb1,Nickel,ElementaryFlow,Elementary flows / Emission to soil,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b49df340-eefd-49af-9094-4a7ba44029dd,Dimethenamid,ElementaryFlow,Elementary flows / Emission to air,kg,087674-68-8,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b514ddac-92a4-4c76-9c67-4188c5b7ff47,1,2,3-Trimethyl Benzene,ElementaryFlow,Elementary flows / Emission to air,kg,000526-73-8,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b613b3b0-a98d-4b7a-a908-999ccfe1452d,Radon-220,ElementaryFlow,Elementary flows / Emission to air,kBq,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b619bbbf-728d-495f-8e54-8f1fbb097421,Hazardous organic waste for disposal (unspecific),ProductFlow,Production residues in life cycle / Hazardous waste for disposal,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b6bf2784-c862-4ab9-9107-70dd812f6bbd,Gypsum,ProductFlow,Materials production / Other mineral materials,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b713c6cf-2a23-40f6-8e8d-ef5175d16bd0,Carbonate,ElementaryFlow,Elementary flows / Emission to water,kg,003812-32-6,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b748f6f1-7061-4243-89c7-3f2d01dcec07,Nitrogen,ElementaryFlow,Elementary flows / Emission to soil,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b77ac4ee-e212-4558-bdb0-b4584e78695e,Hydrazine,ElementaryFlow,Elementary flows / Emission to air,kg,000302-01-2,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b8595a76-4c10-4093-bd23-1f667490ff33,Strontium-90,ElementaryFlow,Elementary flows / Emission to water,kBq,010098-97-2,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b8f0e22b-f6db-422d-8807-97be5e246747,Nitrogen dioxide,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b8fc2875-a1ce-4a7c-a73d-6ba5b26319d3,Boron,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b912f4b4-34ac-4ec1-aba1-01b9c83683e5,Radium-226,ElementaryFlow,Elementary flows / Emission to air,kBq,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b91d0527-9a01-4a86-b420-c62b70629ba4,Occupation, forest, unspecified,ElementaryFlow,Elementary flows / Resource,m2*a,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
b967e1bf-f09b-4c89-8740-ace21db47bba,Particulates, > 2.5 um, and < 10um,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ba0955c6-7f71-4f48-b6dc-190dae2239e9,Deltamethrin,ElementaryFlow,Elementary flows / Emission to air,kg,052918-63-5,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ba6ccdc7-da30-45fd-8215-babbf046cd3e,Acetic acid,ElementaryFlow,Elementary flows / Emission to water,kg,000064-19-7,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
baac9b05-8fcc-4b8f-9aa8-bb3076138318,Inorganic salts and acids, unspecified,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
bc069d24-fbbd-4c05-8b6e-4089dc8249ae,Ammonium, ion,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
bc97531c-12d8-4113-bcb2-663a47d12d0f,Talc, in ground,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
bce77a75-c399-4fa6-94ab-90d0e704ebde,Monochloroethane,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
be1b354c-eb64-4609-9a17-9c2c8bef3ce5,Biphenyl,ElementaryFlow,Elementary flows / Emission to water,kg,000092-52-4,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
be6e0598-a9e9-4366-b34f-631cbc7b2e70,Slag (Uranium conversion),ProductFlow,Deposited goods / Radioactive waste,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
beb69352-568e-4a33-b9d4-3b5bfafc85bd,t-Butyl methyl ether,ElementaryFlow,Elementary flows / Emission to air,kg,001634-04-4,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
bf112355-f868-42b8-8f39-6f2901cc38b9,Uranium-234,ElementaryFlow,Elementary flows / Emission to air,kBq,013966-29-5,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
bf1f5db7-15a6-4061-8c56-84ab05f709e5,VOC, volatile organic compounds, unspecified origin,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
bf5e6d18-8793-4d8e-a096-e9e67e290fbc,Sludge (from processing),ProductFlow,Production residues in life cycle / Waste for recovery,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
bfc66f26-0b11-4e6e-9e8c-2bfde24dc23c,Carbon-14,ElementaryFlow,Elementary flows / Emission to air,kBq,014762-75-5,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c009202c-0247-4512-8d7d-26f5f44b8ab2,Acetophenone,ElementaryFlow,Elementary flows / Emission to air,kg,000098-86-2,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c00e8921-6f38-49af-877a-355454986d6c,Toluene, 2,4-dinitro-,ElementaryFlow,Elementary flows / Emission to air,kg,000121-14-2,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c0246545-bda6-4d9e-ba74-307f3c1d2157,Glyphosate,ElementaryFlow,Elementary flows / Emission to air,kg,001071-83-6,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c0e8ec60-a5ae-432e-97a5-cf76b6247a00,Methane, dichlorodifluoro-, CFC-12,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c12546b4-ea94-4d96-8a7d-dce1a8da85cd,Cryolite,ProductFlow,Production residues in life cycle / Waste for recovery,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c132f668-6330-45fe-b230-d8de62e64ff1,Oxygen, in air,ElementaryFlow,Elementary flows / Resource,kg,007782-44-7,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c2035468-120a-459e-8415-df51576e9b4a,natural gas;  44.1 MJ/kg,ElementaryFlow,Elementary flows / Resource,MJ,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c22b0e5b-731c-47fb-8003-effcec85f5e9,Dust, unspecified,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c24f5894-f95e-4661-ba76-130397348894,Bromine,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c25abc19-d0c4-4246-b6d6-a4418f673bb0,Acrylonitrile,ElementaryFlow,Elementary flows / Emission to water,kg,000107-13-1,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c26b9e07-4540-4d7c-a1c0-75009b41542d,Toluene,ElementaryFlow,Elementary flows / Emission to water,kg,000108-88-3,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c317b216-2668-40f8-9e24-1ce183d53697,Iodine-131,ElementaryFlow,Elementary flows / Emission to air,kBq,010043-66-0,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c36056d2-5101-4198-b13b-fdc0a8cf27ee,Uranium-238,ElementaryFlow,Elementary flows / Emission to air,kBq,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c407952d-43b2-49c4-a756-26e5e76bfbbf,Uranium-238,ElementaryFlow,Elementary flows / Emission to water,kBq,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c431c0c3-3f5e-4b7b-af99-2ebbdcaf5f98,Limestone,ProductFlow,Materials production / Other mineral materials,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c49fb4cd-eed0-4438-9052-9612473cdbae,Antimony,ElementaryFlow,Elementary flows / Emission to soil,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c4f97cbb-4c27-4adb-aa33-566e307362d7,Anodes (used),ProductFlow,Materials production / Metals and semimetals,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c5aafa60-495c-461c-a1d4-b262a34c45b9,Occupation, annual crop,ElementaryFlow,Elementary flows / Resource,m2*a,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c626d246-a314-4dab-b4be-cfb79c230f55,Bromine,ElementaryFlow,Elementary flows / Emission to water,kg,007726-95-6,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c62c75a7-339e-4133-9b89-ef46aa607f2a,Silver-110,ElementaryFlow,Elementary flows / Emission to water,kBq,014391-76-5,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c63972c5-aea1-40b1-ae5a-67e070cbf719,Nickel, ion,ElementaryFlow,Elementary flows / Emission to air,kg,014701-22-5,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c6e27975-c0a0-4189-ac1d-068f47a7b629,Acenaphthylene,ElementaryFlow,Elementary flows / Emission to water,kg,000208-96-8,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c6e7e174-ff4e-4c4f-b727-f448389db0c8,Energy, primary, from wind power,ElementaryFlow,Elementary flows / Resource,MJ,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c701f32d-24aa-4929-a52e-fb45e8d1a143,Tin oxide,ElementaryFlow,Elementary flows / Emission to air,kg,018282-10-5,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c707e768-2a44-4b33-8218-e8dcdb345132,Water (desalinated; deionized),ProductFlow,Materials production / Water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c73e75dc-c02d-4192-ab43-faf29c119fae,Pyrite, in ground,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c78acbc4-7829-40e8-aa97-3395119a5372,Slag,ProductFlow,Production residues in life cycle / Waste for recovery,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c796eed5-8e5d-43bb-8dd9-feaae3e90511,Fluoride,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c7a77dde-733c-41a5-aa8b-83a6fd61a818,EAF Dust,ProductFlow,Production residues in life cycle / Hazardous waste for disposal,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c7aee986-b7d8-4ad9-ad45-1ac0d68e6b78,Dolomite, in ground,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c7cb5880-4219-4051-9357-10fdd08c6f2b,Occupation, unspecified,ElementaryFlow,Elementary flows / Resource,m2*a,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c88a91dc-117a-479d-be84-0b7e57717fc7,1-Undecane,ElementaryFlow,Elementary flows / Emission to air,kg,001120-21-4,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c9188fde-4b02-4f1f-b8be-ffe4675b5793,Pickled hot rolled coil sludge,ProductFlow,Production residues in life cycle / Hazardous waste for disposal,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c91fd4bf-ed70-4e2f-a34f-159773f981b6,Manganese,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c938c788-170d-4a92-98ff-d19d9d9dbd63,Methacrylic acid,ElementaryFlow,Elementary flows / Emission to air,kg,000079-41-4,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c941d6d0-a56c-4e6c-95de-ac685635218d,Hydrogen chloride,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c9b97088-efc6-43c1-8d26-f78d6cdbb50b,Polychlorinated biphenyls,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c9bf4390-00fd-40f2-a010-c9d0a584eb77,Trifluralin,ElementaryFlow,Elementary flows / Emission to water,kg,001582-09-8,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ca347524-6865-416f-95b5-76e086b46fd7,Chloride,ElementaryFlow,Elementary flows / Emission to water,kg,016887-00-6,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
caa6bc06-e7e6-4f08-acd3-2163db51e395,Chromium VI,ElementaryFlow,Elementary flows / Emission to water,kg,018540-29-9,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
caf066cf-40ce-47a8-ba4c-969fcd6019c7,Cobalt,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
cb3265f8-49a0-4b09-9bd9-c374370c4cc4,Radon-222,ElementaryFlow,Elementary flows / Emission to air,kBq,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
cc6a1abb-b123-4ca6-8f16-38209df609be,Carbon dioxide, in air,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
cd5c80bb-995b-456f-a12d-77b9b2ffad43,Hazardous waste (underground deposit),ProductFlow,Deposited goods / Hazardous waste,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
cda76a7e-4758-4c58-99ce-f7d29afdd629,Nickel, ion,ElementaryFlow,Elementary flows / Emission to water,kg,014701-22-5,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ce567bdc-76ec-4ca0-be79-8bb796e448b3,Iron,ElementaryFlow,Elementary flows / Emission to soil,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ce6294f5-2ed7-46ee-a967-33e265e34455,Ethane, 1,1,1-trichloro-, HCFC-140,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
cfd2030e-0fb3-4946-8a0b-9d1667aceb77,Anthracene,ElementaryFlow,Elementary flows / Emission to air,kg,000120-12-7,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
cfdbc576-e8dc-44ef-bdf2-ddd7009ce57e,m-Xylene,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
cff84ecf-53fd-41ac-a5f9-205f09fc97e8,Lead (99.995%),ProductFlow,Materials production / Metals and semimetals,kg,007439-92-1,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d02e018f-d996-4cd8-9306-ddedb781efde,Hexane,ElementaryFlow,Elementary flows / Emission to water,kg,000110-54-3,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d04a30d7-d8af-4f55-94db-36aafde16134,Gypsum (FDI),ProductFlow,Production residues in life cycle / Waste for recovery,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d0779a5e-6969-4144-954e-ceb81fb83f15,Cobalt, in ground,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d1008171-2d06-4e14-b107-7e510875203f,Waste paper,ProductFlow,Production residues in life cycle / Waste for recovery,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d134df3d-b37d-4c58-9913-b1653cdca3cc,Ruthenium-106,ElementaryFlow,Elementary flows / Emission to water,kBq,013967-48-1,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d157416d-db9b-4f88-a7f3-a9a5f1ea88f2,Acetic acid,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d1c0567e-ff1a-4cb7-a4f0-de28b2d99b63,TOC, Total Organic Carbon,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d1ca3361-2621-40cd-9965-6236a4b3fd33,Ammonia,ElementaryFlow,Elementary flows / Emission to soil,kg,007664-41-7,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d2d7723b-a37f-4491-9406-c32a87d50f56,Benomyl,ElementaryFlow,Elementary flows / Emission to air,kg,017804-35-2,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d3260d0e-8203-4cbb-a45a-6a13131a5108,NMVOC, non-methane volatile organic compounds, unspecified origin,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d3709c7e-7c61-45a4-92e4-f7cf95ebe3a2,Methyl ethyl ketone,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d3a50c57-7caf-4400-87f5-b0c10d69e760,Manganese,ElementaryFlow,Elementary flows / Emission to water,kg,007439-96-5,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d3e038e1-728c-4dea-ac30-c9abbbfcbc84,Cyanide,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d3f5d0b9-0155-4800-9dbb-b0583948c8c6,Ethanol,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d4f74ad1-5f43-4b1c-8aa6-d7b8b2c40707,Osmium,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d54c2f59-075c-4277-a872-a6527b335c65,Red mud (dry),ProductFlow,Production residues in life cycle / Hazardous waste for disposal,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d54e12bc-09e2-4e50-9371-78b3f407244f,Terbufos,ElementaryFlow,Elementary flows / Emission to water,kg,013071-79-9,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d601cd0a-c599-42b7-8ea3-1fe741760e3d,Americium-241,ElementaryFlow,Elementary flows / Emission to water,kBq,014596-10-2,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d70b4182-d633-4178-84c0-8854f5f6594b,Arsenic, ion,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d7278559-8222-403b-a3e7-12f5b62b75f3,Steel scrap (St),ProductFlow,Production residues in life cycle / Waste for recovery,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d73952b6-7af5-4473-b68d-b0ce7f063317,Radium-224,ElementaryFlow,Elementary flows / Emission to water,kBq,013233-32-4,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d7606d42-844f-49ea-bed6-c67733bc04f4,Plutonium-alpha,ElementaryFlow,Elementary flows / Emission to water,kBq,007440-07-5,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d7cadc9a-f42c-4711-a8e2-0b626c0a4c7a,Olivine, in ground,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d896ced7-a107-4017-b284-d95a8ef3e735,Acrolein,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d8f3f0c4-040d-4ac8-8015-2b61e1eb2e88,BOF Slag,ProductFlow,Production residues in life cycle / Waste for disposal,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d8f9ccf6-fd32-4348-83c0-1cee724af9ae,Copper, ion,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d94a5a1a-bc06-48fd-b6d9-7477ea65cacd,Carbon disulfide,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d971ae3d-0d25-4a63-9c63-6d09d1e063c6,Neutral salts,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
d9a5b786-d06c-44af-a088-b070aa605d9b,Trifluralin,ElementaryFlow,Elementary flows / Emission to air,kg,001582-09-8,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
da1157e2-7593-4dfd-80dd-a3449b37a4d8,Methane, non-fossil,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
da721fc3-20be-49ac-bcbd-f0dd602bb98b,Neodymium,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
daea7dff-7a8a-447a-b205-f358deddadb9,tantalum,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
daecad6e-a07d-4688-9291-5a1e8e6c50a0,Neutralized residues,ProductFlow,Production residues in life cycle,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
db652d59-898e-46f3-acce-b28596c26dc7,Thallium,ElementaryFlow,Elementary flows / Emission to water,kg,007440-28-0,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
dbd7d498-71ef-418a-869a-dad68f6d0ac4,Rolling gravel,ProductFlow,Production residues in life cycle / Waste for recovery,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
dbf49708-ee0c-44f2-8662-5edd89ad472b,Beryllium,ElementaryFlow,Elementary flows / Emission to soil,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
